in_port,eth_dst,out_port,packet_count,byte_count,switch,user_id,instance_id,stage_id,functionality,application_name,role,timestamp
4,00:00:00:00:00:07,5,2,1554,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
4,00:00:00:00:00:08,5,2,1554,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
5,00:00:00:00:00:04,4,524,790818,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
1,00:00:00:00:00:02,5,4,1638,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
1,00:00:00:00:00:07,3,2,1554,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
1,00:00:00:00:00:08,4,2,1554,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
2,00:00:00:00:00:02,5,2,1554,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
2,00:00:00:00:00:07,3,2,1554,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
2,00:00:00:00:00:08,4,2,1554,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
3,00:00:00:00:00:04,2,524,790818,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
3,00:00:00:00:00:05,1,168,252546,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
4,00:00:00:00:00:04,2,185,278250,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
4,00:00:00:00:00:05,1,250,376530,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
5,00:00:00:00:00:04,2,124,186018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
5,00:00:00:00:00:05,1,168,252546,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999209.0786567
1,00:00:00:00:00:04,4,130,195090,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
2,00:00:00:00:00:04,4,129,193578,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
3,00:00:00:00:00:04,4,261,393162,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:01,3,4,2186,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:02,5,3,2144,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:03,1,3,2144,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:06,2,3,2144,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:07,5,3,2144,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:08,5,3,2144,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
5,00:00:00:00:00:04,4,538,811986,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
1,00:00:00:00:00:02,5,5,2228,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
1,00:00:00:00:00:07,3,3,2144,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
1,00:00:00:00:00:08,4,2,1554,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
2,00:00:00:00:00:02,5,3,2144,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
2,00:00:00:00:00:07,3,3,2144,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
2,00:00:00:00:00:08,4,3,2144,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
3,00:00:00:00:00:04,2,538,811986,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
3,00:00:00:00:00:05,1,172,258594,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:04,2,192,288834,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
4,00:00:00:00:00:05,1,259,390138,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
5,00:00:00:00:00:04,2,128,192066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
5,00:00:00:00:00:05,1,172,258594,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999210.0807533
1,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
2,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
3,00:00:00:00:00:04,4,498,751506,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:01,3,5,3698,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:02,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:03,1,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:06,2,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:07,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:08,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
5,00:00:00:00:00:04,4,1068,1613346,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
1,00:00:00:00:00:02,5,6,3740,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
1,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
1,00:00:00:00:00:08,4,3,3066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
2,00:00:00:00:00:02,5,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
2,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
2,00:00:00:00:00:08,4,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
3,00:00:00:00:00:04,2,1068,1613346,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
3,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:04,2,372,560994,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
4,00:00:00:00:00:05,1,498,751506,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
5,00:00:00:00:00:04,2,249,375018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
5,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999211.0834525
1,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
2,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
3,00:00:00:00:00:04,4,498,751506,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:01,3,5,3698,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:02,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:03,1,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:06,2,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:07,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:08,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
5,00:00:00:00:00:04,4,1068,1613346,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
1,00:00:00:00:00:02,5,6,3740,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
1,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
1,00:00:00:00:00:08,4,3,3066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
2,00:00:00:00:00:02,5,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
2,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
2,00:00:00:00:00:08,4,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
3,00:00:00:00:00:04,2,1068,1613346,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
3,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:04,2,372,560994,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
4,00:00:00:00:00:05,1,498,751506,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
5,00:00:00:00:00:04,2,249,375018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
5,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999212.0852141
1,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
2,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
3,00:00:00:00:00:04,4,498,751506,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:01,3,5,3698,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:02,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:03,1,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:06,2,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:07,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:08,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
5,00:00:00:00:00:04,4,1068,1613346,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
1,00:00:00:00:00:02,5,6,3740,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
1,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
1,00:00:00:00:00:08,4,3,3066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
2,00:00:00:00:00:02,5,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
2,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
2,00:00:00:00:00:08,4,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
3,00:00:00:00:00:04,2,1068,1613346,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
3,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:04,2,372,560994,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
4,00:00:00:00:00:05,1,498,751506,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
5,00:00:00:00:00:04,2,249,375018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
5,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999213.0870905
1,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
2,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
3,00:00:00:00:00:04,4,498,751506,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:01,3,5,3698,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:02,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:03,1,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:06,2,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:07,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:08,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
5,00:00:00:00:00:04,4,1068,1613346,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
1,00:00:00:00:00:02,5,6,3740,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
1,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
1,00:00:00:00:00:08,4,3,3066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
2,00:00:00:00:00:02,5,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
2,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
2,00:00:00:00:00:08,4,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
3,00:00:00:00:00:04,2,1068,1613346,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
3,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:04,2,372,560994,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
4,00:00:00:00:00:05,1,498,751506,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
5,00:00:00:00:00:04,2,249,375018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
5,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999214.0892031
1,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:04,4,250,376530,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
3,00:00:00:00:00:04,4,498,751506,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:01,3,5,3698,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:02,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:03,1,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:06,2,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:07,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:08,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
5,00:00:00:00:00:04,4,1068,1613346,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
1,00:00:00:00:00:02,5,6,3740,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
1,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
1,00:00:00:00:00:08,4,3,3066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:02,5,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:08,4,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
3,00:00:00:00:00:04,2,1068,1613346,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
3,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:04,2,372,560994,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:05,1,498,751506,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
5,00:00:00:00:00:04,2,249,375018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
5,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
